exception_id,is_anomaly,anomaly_type,severity,explanation
EXC-0025,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0272,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-08-11 but still marked ACTIVE.
EXC-0546,False,NONE,NONE,Normal active exception within policy.
EXC-0387,True,HIGH_RISK_LONG_EXCEPTION,HIGH,High-risk exception active for 308 days (>90) without review.
EXC-0069,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0412,True,STALLED_REVIEW,MEDIUM,Exception pending review for 79 days (>30).
EXC-0316,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 343 days (>180) without renewal.
EXC-0322,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 296 days (>180) without renewal.
EXC-0231,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-08-04 but still marked ACTIVE.
EXC-0064,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0302,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-06-11 but still marked ACTIVE.
EXC-0466,False,NONE,NONE,Normal active exception within policy.
EXC-0550,False,NONE,NONE,Normal active exception within policy.
EXC-0056,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0498,False,NONE,NONE,Normal active exception within policy.
EXC-0521,False,NONE,NONE,Normal active exception within policy.
EXC-0235,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-07-25 but still marked ACTIVE.
EXC-0589,False,NONE,NONE,Normal active exception within policy.
EXC-0202,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0062,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0097,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0101,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0472,False,NONE,NONE,Normal active exception within policy.
EXC-0131,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0364,True,HIGH_RISK_LONG_EXCEPTION,HIGH,High-risk exception active for 284 days (>90) without review.
EXC-0210,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0072,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0253,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-11-05 but still marked ACTIVE.
EXC-0492,False,NONE,NONE,Normal active exception within policy.
EXC-0453,False,NONE,NONE,Normal active exception within policy.
EXC-0055,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0192,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0434,True,CRITICAL_RISK_EXCEPTION,CRITICAL,Critical risk exception requiring immediate re-review.
EXC-0281,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-12-30 but still marked ACTIVE.
EXC-0150,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0325,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 329 days (>180) without renewal.
EXC-0182,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0447,True,CRITICAL_RISK_EXCEPTION,CRITICAL,Critical risk exception requiring immediate re-review.
EXC-0002,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0543,False,NONE,NONE,Normal active exception within policy.
EXC-0338,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 312 days (>180) without renewal.
EXC-0587,False,NONE,NONE,Normal active exception within policy.
EXC-0507,False,NONE,NONE,Normal active exception within policy.
EXC-0232,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-08-19 but still marked ACTIVE.
EXC-0360,True,HIGH_RISK_LONG_EXCEPTION,HIGH,High-risk exception active for 280 days (>90) without review.
EXC-0516,False,NONE,NONE,Normal active exception within policy.
EXC-0243,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-06-27 but still marked ACTIVE.
EXC-0308,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 312 days (>180) without renewal.
EXC-0318,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 318 days (>180) without renewal.
EXC-0287,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-07-24 but still marked ACTIVE.
EXC-0403,True,STALLED_REVIEW,MEDIUM,Exception pending review for 115 days (>30).
EXC-0233,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-09-05 but still marked ACTIVE.
EXC-0470,False,NONE,NONE,Normal active exception within policy.
EXC-0416,True,STALLED_REVIEW,MEDIUM,Exception pending review for 125 days (>30).
EXC-0187,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0599,False,NONE,NONE,Normal active exception within policy.
EXC-0503,False,NONE,NONE,Normal active exception within policy.
EXC-0344,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 325 days (>180) without renewal.
EXC-0450,False,NONE,NONE,Normal active exception within policy.
EXC-0106,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0288,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-10-18 but still marked ACTIVE.
EXC-0261,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-11-15 but still marked ACTIVE.
EXC-0156,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0327,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 362 days (>180) without renewal.
EXC-0574,False,NONE,NONE,Normal active exception within policy.
EXC-0310,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 326 days (>180) without renewal.
EXC-0520,False,NONE,NONE,Normal active exception within policy.
EXC-0001,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0398,True,STALLED_REVIEW,MEDIUM,Exception pending review for 171 days (>30).
EXC-0562,False,NONE,NONE,Normal active exception within policy.
EXC-0019,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0212,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0395,True,HIGH_RISK_LONG_EXCEPTION,HIGH,High-risk exception active for 222 days (>90) without review.
EXC-0053,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0519,False,NONE,NONE,Normal active exception within policy.
EXC-0335,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 332 days (>180) without renewal.
EXC-0382,True,HIGH_RISK_LONG_EXCEPTION,HIGH,High-risk exception active for 234 days (>90) without review.
EXC-0255,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-09-29 but still marked ACTIVE.
EXC-0061,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0162,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0229,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-08-12 but still marked ACTIVE.
EXC-0256,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-08-28 but still marked ACTIVE.
EXC-0046,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0230,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-11-13 but still marked ACTIVE.
EXC-0294,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-12-13 but still marked ACTIVE.
EXC-0228,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-09-21 but still marked ACTIVE.
EXC-0236,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-08-15 but still marked ACTIVE.
EXC-0527,False,NONE,NONE,Normal active exception within policy.
EXC-0566,False,NONE,NONE,Normal active exception within policy.
EXC-0557,False,NONE,NONE,Normal active exception within policy.
EXC-0194,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0414,True,STALLED_REVIEW,MEDIUM,Exception pending review for 120 days (>30).
EXC-0282,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-10-07 but still marked ACTIVE.
EXC-0438,True,CRITICAL_RISK_EXCEPTION,CRITICAL,Critical risk exception requiring immediate re-review.
EXC-0260,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-09-30 but still marked ACTIVE.
EXC-0026,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0143,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0170,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0124,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0553,False,NONE,NONE,Normal active exception within policy.
EXC-0252,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-10-10 but still marked ACTIVE.
EXC-0594,False,NONE,NONE,Normal active exception within policy.
EXC-0595,False,NONE,NONE,Normal active exception within policy.
EXC-0085,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0254,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-09-01 but still marked ACTIVE.
EXC-0547,False,NONE,NONE,Normal active exception within policy.
EXC-0580,False,NONE,NONE,Normal active exception within policy.
EXC-0081,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0330,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 325 days (>180) without renewal.
EXC-0006,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0028,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0534,False,NONE,NONE,Normal active exception within policy.
EXC-0286,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-06-11 but still marked ACTIVE.
EXC-0538,False,NONE,NONE,Normal active exception within policy.
EXC-0500,False,NONE,NONE,Normal active exception within policy.
EXC-0329,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 336 days (>180) without renewal.
EXC-0347,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 296 days (>180) without renewal.
EXC-0340,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 358 days (>180) without renewal.
EXC-0178,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0247,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-11-14 but still marked ACTIVE.
EXC-0128,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0462,False,NONE,NONE,Normal active exception within policy.
EXC-0592,False,NONE,NONE,Normal active exception within policy.
EXC-0222,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0049,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0317,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 342 days (>180) without renewal.
EXC-0359,True,HIGH_RISK_LONG_EXCEPTION,HIGH,High-risk exception active for 295 days (>90) without review.
EXC-0353,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 323 days (>180) without renewal.
EXC-0268,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-12-23 but still marked ACTIVE.
EXC-0266,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-09-22 but still marked ACTIVE.
EXC-0598,False,NONE,NONE,Normal active exception within policy.
EXC-0343,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 329 days (>180) without renewal.
EXC-0115,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0565,False,NONE,NONE,Normal active exception within policy.
EXC-0371,True,HIGH_RISK_LONG_EXCEPTION,HIGH,High-risk exception active for 306 days (>90) without review.
EXC-0296,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-08-30 but still marked ACTIVE.
EXC-0381,True,HIGH_RISK_LONG_EXCEPTION,HIGH,High-risk exception active for 291 days (>90) without review.
EXC-0393,True,HIGH_RISK_LONG_EXCEPTION,HIGH,High-risk exception active for 284 days (>90) without review.
EXC-0269,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-07-03 but still marked ACTIVE.
EXC-0475,False,NONE,NONE,Normal active exception within policy.
EXC-0445,True,CRITICAL_RISK_EXCEPTION,CRITICAL,Critical risk exception requiring immediate re-review.
EXC-0361,True,HIGH_RISK_LONG_EXCEPTION,HIGH,High-risk exception active for 265 days (>90) without review.
EXC-0007,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0161,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0336,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 321 days (>180) without renewal.
EXC-0134,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0033,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0024,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0226,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-11-02 but still marked ACTIVE.
EXC-0577,False,NONE,NONE,Normal active exception within policy.
EXC-0584,False,NONE,NONE,Normal active exception within policy.
EXC-0490,False,NONE,NONE,Normal active exception within policy.
EXC-0250,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-12-16 but still marked ACTIVE.
EXC-0478,False,NONE,NONE,Normal active exception within policy.
EXC-0067,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0457,False,NONE,NONE,Normal active exception within policy.
EXC-0373,True,HIGH_RISK_LONG_EXCEPTION,HIGH,High-risk exception active for 224 days (>90) without review.
EXC-0430,True,CRITICAL_RISK_EXCEPTION,CRITICAL,Critical risk exception requiring immediate re-review.
EXC-0451,False,NONE,NONE,Normal active exception within policy.
EXC-0351,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 349 days (>180) without renewal.
EXC-0442,True,CRITICAL_RISK_EXCEPTION,CRITICAL,Critical risk exception requiring immediate re-review.
EXC-0015,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0314,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 308 days (>180) without renewal.
EXC-0184,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0399,True,STALLED_REVIEW,MEDIUM,Exception pending review for 113 days (>30).
EXC-0195,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0313,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 310 days (>180) without renewal.
EXC-0540,False,NONE,NONE,Normal active exception within policy.
EXC-0225,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0348,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 351 days (>180) without renewal.
EXC-0292,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-09-28 but still marked ACTIVE.
EXC-0411,True,STALLED_REVIEW,MEDIUM,Exception pending review for 132 days (>30).
EXC-0248,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-12-30 but still marked ACTIVE.
EXC-0554,False,NONE,NONE,Normal active exception within policy.
EXC-0467,False,NONE,NONE,Normal active exception within policy.
EXC-0214,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0054,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0082,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0433,True,CRITICAL_RISK_EXCEPTION,CRITICAL,Critical risk exception requiring immediate re-review.
EXC-0483,False,NONE,NONE,Normal active exception within policy.
EXC-0031,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0372,True,HIGH_RISK_LONG_EXCEPTION,HIGH,High-risk exception active for 271 days (>90) without review.
EXC-0357,True,HIGH_RISK_LONG_EXCEPTION,HIGH,High-risk exception active for 247 days (>90) without review.
EXC-0068,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0058,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0086,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0409,True,STALLED_REVIEW,MEDIUM,Exception pending review for 128 days (>30).
EXC-0454,False,NONE,NONE,Normal active exception within policy.
EXC-0333,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 346 days (>180) without renewal.
EXC-0216,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0410,True,STALLED_REVIEW,MEDIUM,Exception pending review for 85 days (>30).
EXC-0245,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-08-29 but still marked ACTIVE.
EXC-0436,True,CRITICAL_RISK_EXCEPTION,CRITICAL,Critical risk exception requiring immediate re-review.
EXC-0354,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 315 days (>180) without renewal.
EXC-0198,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0428,True,CRITICAL_RISK_EXCEPTION,CRITICAL,Critical risk exception requiring immediate re-review.
EXC-0140,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0234,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-11-19 but still marked ACTIVE.
EXC-0549,False,NONE,NONE,Normal active exception within policy.
EXC-0560,False,NONE,NONE,Normal active exception within policy.
EXC-0206,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0059,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0094,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0176,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0418,True,STALLED_REVIEW,MEDIUM,Exception pending review for 78 days (>30).
EXC-0191,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0096,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0275,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-07-15 but still marked ACTIVE.
EXC-0449,False,NONE,NONE,Normal active exception within policy.
EXC-0556,False,NONE,NONE,Normal active exception within policy.
EXC-0337,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 311 days (>180) without renewal.
EXC-0175,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0142,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0576,False,NONE,NONE,Normal active exception within policy.
EXC-0047,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0098,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0586,False,NONE,NONE,Normal active exception within policy.
EXC-0437,True,CRITICAL_RISK_EXCEPTION,CRITICAL,Critical risk exception requiring immediate re-review.
EXC-0321,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 367 days (>180) without renewal.
EXC-0369,True,HIGH_RISK_LONG_EXCEPTION,HIGH,High-risk exception active for 248 days (>90) without review.
EXC-0298,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-09-02 but still marked ACTIVE.
EXC-0552,False,NONE,NONE,Normal active exception within policy.
EXC-0179,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0103,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0052,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0476,False,NONE,NONE,Normal active exception within policy.
EXC-0271,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-12-13 but still marked ACTIVE.
EXC-0304,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-09-09 but still marked ACTIVE.
EXC-0468,False,NONE,NONE,Normal active exception within policy.
EXC-0237,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-08-26 but still marked ACTIVE.
EXC-0263,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-08-08 but still marked ACTIVE.
EXC-0573,False,NONE,NONE,Normal active exception within policy.
EXC-0077,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0567,False,NONE,NONE,Normal active exception within policy.
EXC-0093,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0153,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0506,False,NONE,NONE,Normal active exception within policy.
EXC-0114,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0092,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0014,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0003,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0241,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-12-14 but still marked ACTIVE.
EXC-0339,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 372 days (>180) without renewal.
EXC-0493,False,NONE,NONE,Normal active exception within policy.
EXC-0213,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0509,False,NONE,NONE,Normal active exception within policy.
EXC-0041,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0165,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0303,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-09-25 but still marked ACTIVE.
EXC-0420,True,STALLED_REVIEW,MEDIUM,Exception pending review for 100 days (>30).
EXC-0367,True,HIGH_RISK_LONG_EXCEPTION,HIGH,High-risk exception active for 199 days (>90) without review.
EXC-0207,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0536,False,NONE,NONE,Normal active exception within policy.
EXC-0270,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-06-09 but still marked ACTIVE.
EXC-0205,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0204,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0510,False,NONE,NONE,Normal active exception within policy.
EXC-0109,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0117,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0290,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-07-23 but still marked ACTIVE.
EXC-0121,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0524,False,NONE,NONE,Normal active exception within policy.
EXC-0108,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0429,True,CRITICAL_RISK_EXCEPTION,CRITICAL,Critical risk exception requiring immediate re-review.
EXC-0141,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0277,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-10-09 but still marked ACTIVE.
EXC-0533,False,NONE,NONE,Normal active exception within policy.
EXC-0104,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0431,True,CRITICAL_RISK_EXCEPTION,CRITICAL,Critical risk exception requiring immediate re-review.
EXC-0309,True,LONG_RUNNING_EXCEPTION,HIGH,Exception running for 306 days (>180) without renewal.
EXC-0010,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0211,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0157,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0486,False,NONE,NONE,Normal active exception within policy.
EXC-0259,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-07-22 but still marked ACTIVE.
EXC-0561,False,NONE,NONE,Normal active exception within policy.
EXC-0597,False,NONE,NONE,Normal active exception within policy.
EXC-0390,True,HIGH_RISK_LONG_EXCEPTION,HIGH,High-risk exception active for 311 days (>90) without review.
EXC-0455,False,NONE,NONE,Normal active exception within policy.
EXC-0427,True,CRITICAL_RISK_EXCEPTION,CRITICAL,Critical risk exception requiring immediate re-review.
EXC-0119,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0590,False,NONE,NONE,Normal active exception within policy.
EXC-0021,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0111,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0591,False,NONE,NONE,Normal active exception within policy.
EXC-0050,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0548,False,NONE,NONE,Normal active exception within policy.
EXC-0262,True,EXPIRED_ACTIVE_EXCEPTION,CRITICAL,Exception expired on 2025-09-07 but still marked ACTIVE.
EXC-0385,True,HIGH_RISK_LONG_EXCEPTION,HIGH,High-risk exception active for 305 days (>90) without review.
EXC-0039,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0376,True,HIGH_RISK_LONG_EXCEPTION,HIGH,High-risk exception active for 221 days (>90) without review.
EXC-0127,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0174,False,NONE,NONE,"Clean lifecycle, properly revoked."
EXC-0517,False,NONE,NONE,Normal active exception within policy.
EXC-0023,False,NONE,NONE,"Clean lifecycle, properly revoked."
